acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.979,"['Johann Sebastian Bach', 'Igor Stravinsky', 'CBC Symphony Orchestra']",0.34700000000000003,77240,0.255,0,47bNznDyAcpd6CgK0aFgUt,0.8859999999999999,0,0.109,-19.807,1,"Chorale Variations on the Christmas Carol ""Vom Himmel hoch da komm' ich her"", BWV 769: Variation I (In Canone all' Ottava)",0,1948,0.0428,85.911,0.674,1948
0.994,"['John Stafford Smith', 'Igor Stravinsky', 'CBC Symphony Orchestra']",0.311,83093,0.14300000000000002,0,48U33WgDS5EEUKEhMT9Zwt,0.911,10,0.115,-12.392,1,The Star-Spangled Banner,0,1948,0.0324,85.126,0.471,1948
0.86,"['Igor Stravinsky', 'Woody Herman Orchestra']",0.491,197867,0.14400000000000002,0,48ZfXROclyHHu05wFWSPx6,0.12,0,0.17600000000000002,-19.579,1,Ebony Concerto: III. Moderato - Con moto - Moderato - Vivo,0,1948,0.0584,146.929,0.522,1948
0.994,['Igor Stravinsky'],0.6659999999999999,81667,0.113,0,48dao4XFLsXdZaHllgr24Q,1.35e-05,9,0.0979,-17.865,0,"Four Russian Peasant Songs ""Saucers"" - For Equal Voices with Four Horns: I. On Saints' Days in Chigisakh - Revised 1954 version",0,1948,0.0357,98.673,0.687,1948
0.995,['Mohantara Talpade'],0.753,180035,0.135,0,48oFkoBTcLiYe6jbPDs3H8,0.534,7,0.147,-11.993,1,Humara Ghar Ban Jaye,0,1948-12-31,0.476,126.59,0.8270000000000001,1948
0.985,"['Igor Stravinsky', 'Esa-Pekka Salonen']",0.387,348240,0.0935,0,48y5n7gGR6GYlDeYTXBXhq,0.942,0,0.058,-19.301,1,Symphony in Three Movements: III. Con moto,0,1948,0.0376,156.966,0.131,1948
0.991,['P. A. Periyanayaki'],0.482,154000,0.348,0,49DQuM0qybIqKljBKa1m04,0.0168,1,0.17800000000000002,-9.933,1,Jeeviya Bhakkiyame,0,1948-12-01,0.0469,125.281,0.865,1948
0.986,['Igor Stravinsky'],0.635,57933,0.0702,0,49ut84Mt7HKEJgM3A8Mjsx,3.620000000000001e-05,11,0.114,-18.189,0,"Four Russian Peasant Songs ""Saucers"" - For Equal Voices with Four Horns: III. The Pike - Revised 1954 version",0,1948,0.0495,97.878,0.605,1948
0.857,"['Igor Stravinsky', 'New York Philharmonic']",0.363,235027,0.388,0,4A3DvEuJ2KRujgqFzkT9mn,0.255,4,0.461,-14.815,0,"Fireworks, Op. 4",0,1948,0.0652,129.36700000000002,0.0769,1948
0.984,"['Johannes Brahms', 'Jascha Heifetz']",0.165,480000,0.199,0,4A6zvvCMgm6PZXDgP7WeRE,0.57,3,0.0907,-16.109,1,"Sonata No. 1 in G, Op. 78: Adagio",0,1948,0.0401,81.773,0.0396,1948
0.993,['Nat King Cole Trio'],0.735,167933,0.0737,0,4ARrfT2xr2MV0OuJA61UGF,0.015,5,0.087,-19.076,1,Medley: Nursery Rhymes: Mary Had A Little Lamb/London Bridge/Go In And Out The Window/Pop Goes The Weasel,2,1948,0.0593,86.581,0.434,1948
0.947,"['Igor Stravinsky', 'Robert Heinrich', 'Robert Nagel']",0.507,33467,0.284,0,4BOrq7Au76ohWeBxm7XF1F,0.893,0,0.5760000000000001,-19.222,0,Fanfare for a New Theatre,0,1948,0.138,173.766,0.564,1948
0.957,['Shamshad Begum'],0.472,195200,0.16699999999999998,0,4Bw4vd6GjDFMfVgXBWyHih,5.28e-05,11,0.193,-14.413,1,Taqdeer Bani Bankar Bigdi,0,1948-12-01,0.0401,113.628,0.248,1948
0.992,['G. I. Gurdjieff'],0.14800000000000002,541333,0.111,0,4C8OrxNttOnuUm7a2XFifO,0.8959999999999999,9,0.173,-19.669,0,"20a) No. 69, First Series",0,1948-04-15,0.0407,82.927,0.0399,1948
0.986,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.155,61267,0.00255,0,4Cd2jML99DDH81PUKVzDA1,0.0771,10,0.2,-37.604,1,L'Oiseau de feu: Brusque apparition d'Ivan Tsarévitch - 1910 version,0,1948,0.0475,134.769,0.401,1948
0.955,['Pannalal Bhattacharya'],0.402,199427,0.147,0,4DASrLGxOxEVogvvtkzC2Q,0.00113,1,0.205,-13.439,0,Tomar Mato Amio To,0,1948-12-01,0.0379,124.072,0.34600000000000003,1948
0.908,['Amirbai Karnataki'],0.441,184613,0.3670000000000001,0,4DI9iFVvp4It0VGLrYFvOH,0.000288,5,0.32,-11.656,0,Sapnu Sachhun,0,1948-08-09,0.301,165.31099999999995,0.7140000000000001,1948
0.978,['Lucho Oliva'],0.7190000000000001,144640,0.477,0,4DQ689WcX7kA9gln4j9e0I,0.00184,8,0.195,-10.555,1,La Casa Del Jabonero,0,1948-01-01,0.0665,82.929,0.92,1948
0.984,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.82,55760,0.452,0,4DQe7iBKwygUyXxCMMQQ9U,0.96,11,0.162,-15.365,1,Pulcinella Suite: V. Toccata. Allegro,0,1948,0.0405,114.561,0.76,1948
0.649,"['Igor Stravinsky', 'Pierre Monteux']",0.232,42507,0.835,0,4DebbiDIm5mqtZ8ic9HXxW,0.992,3,0.256,-5.232,1,The Rite of Spring: Part I: Procession of the Sage,0,1948,0.0475,148.55200000000005,0.0747,1948
0.994,['Parvez Kapadia'],0.501,189453,0.134,0,4DnCsnjcfp7iyWHM8sYOif,0.92,2,0.111,-15.538,1,Piya Chale Aaye,0,1948-12-31,0.0553,133.134,0.721,1948
0.977,"['Igor Stravinsky', 'Pierre Monteux']",0.16699999999999998,174840,0.0846,0,4EJutd1Q4reUQc3mCLyHyq,0.18,6,0.522,-19.173,0,The Rite of Spring: Part II: Mystic Circles of the Young Girls,0,1948,0.0364,87.654,0.0505,1948
0.945,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.426,105693,0.131,0,4EfJirxaLBmMRPTSLBqMgl,0.893,0,0.107,-17.891,1,Pulcinella Suite: IIIa. Scherzino,0,1948,0.0391,110.275,0.453,1948
0.985,"['Giacomo Puccini', 'Kiri Te Kanawa', 'Sir John Pritchard', 'London Philharmonic Orchestra']",0.208,270267,0.0565,0,4EkQVcAicSjPsYFUzIARmK,5.41e-05,1,0.0774,-19.958,1,Madama Butterfly: Un bel dì,0,1948,0.0477,98.091,0.0597,1948
0.984,"['Igor Stravinsky', 'CBC Symphony Orchestra']",0.451,275667,0.17,0,4EwD7TBOPvC5KN7FLd2Tpg,0.8690000000000001,7,0.133,-17.959,1,Symphony in C Major: III. Allegretto,0,1948,0.0444,125.48,0.28,1948
0.995,['Harish Bhardwaj'],0.7879999999999999,186212,0.224,0,4F07kAonzvXZc0Al8G6hVz,0.00847,3,0.445,-9.576,1,Azad Nishani,0,1948-12-31,0.44,62.94300000000001,0.8140000000000001,1948
0.996,['M. K. Thyagaraja Bhagavathar'],0.634,177133,0.281,0,4F6R3rQAS7fk5JxqrnM3wW,0.8370000000000001,0,0.0973,-10.858,0,Manam Ninainthenginene,0,1948-12-31,0.054000000000000006,79.835,0.932,1948
0.99,['Münir Nurettin Selçuk'],0.292,328640,0.326,0,4FsUr8E9VNE221A2RmMl9x,0.0389,2,0.125,-10.052,1,Bu Hülyalar Diyarında,8,1948-12-06,0.0642,90.818,0.276,1948
0.982,"['Edvard Grieg', 'Jascha Heifetz']",0.241,370493,0.208,0,4FzZfyN4Uwn5xKhnBRx2rI,0.416,4,0.138,-16.721,1,"Sonata No. 3 in C Minor, Op. 45: Allegretto espressivo alla Romanza; Allegro molto; Tempo I",0,1948,0.0464,76.743,0.0846,1948
0.982,['Mukesh'],0.528,221267,0.254,0,4GDLMG6HW5b8PJxwqlwt0C,1e-05,1,0.0961,-12.852,1,Bhoolne Wale Yaad Na Na,0,1948-01-01,0.0302,92.576,0.52,1948
0.932,"['Ernest Bloch', 'Jascha Heifetz']",0.234,273067,0.25,0,4GXvs41QH1Uxsym2Lmz8t7,0.00019,1,0.158,-12.928,1,"Sonata No. 2 ""Poème mystique"": Animato - Moderato - Allegro moderato - Tempo iniziale",0,1948,0.0529,177.61700000000005,0.0447,1948
0.953,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.287,35800,0.32299999999999995,0,4GaJkTE30diyvMkRqbnccq,0.936,0,0.417,-22.693,1,L'Oiseau de feu: Apparition de l'Oiseau de feu - 1910 version,0,1948,0.0454,142.44,0.104,1948
0.98,"['Ernest Bloch', 'Jascha Heifetz']",0.12,59587,0.126,0,4GdR04TCP6SvAtRoAowoSp,0.88,9,0.112,-19.269,1,"Sonata No. 2 ""Poème mystique"": Moderato assai ""Credo in unum Deum!...""",0,1948,0.0474,177.822,0.116,1948
0.933,"['Wolfgang Amadeus Mozart', 'Budapest String Quartet', 'Walter Trampler']",0.499,308640,0.268,0,4HFCNcmyabyI14AwTJ5OLV,0.398,10,0.073,-13.772,1,"Quintet No. 1 in B-Flat Major for Strings, K. 174: IV. Allegro",0,1948,0.043,127.099,0.61,1948
0.986,['T. S. Bhagavathi'],0.534,165471,0.3720000000000001,0,4HUeL8XyajWJQLrL8ACDdL,0.483,9,0.444,-8.673,1,Maganaga Sundhara Mana Moghanan,0,1948-08-11,0.0948,98.716,0.961,1948
0.94,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.182,25200,0.000884,0,4HYlFKmAWrhjC4PBXyJmHS,0.993,10,0.08199999999999999,-48.278,1,"Le sacre du printemps: Part 1 ""Adoration of the Earth"", The Wise Elder",0,1948,0.0604,118.462,0.0,1948
0.961,"['Giacomo Puccini', 'Giuseppe Antonicelli', 'Metropolitan Opera Orchestra']",0.35700000000000004,41760,0.53,0,4J7HeczOMetPbUGsL0IHL5,0.55,8,0.532,-10.582,1,La Bohème: Act IV - Quadriglia,0,1948,0.0496,78.12100000000002,0.7120000000000001,1948
0.992,['Safiye Ayla'],0.325,188369,0.248,0,4JRrjikrmk29kGoW8CBg5x,0.8009999999999999,0,0.217,-16.296,1,Ne Derin Kudreti Var,0,1948-04-30,0.08,73.233,0.507,1948
0.993,"['Leela Mehta', 'A. R. Ojha']",0.611,190921,0.223,0,4JUhe5SG5bKGINfLnooUvv,0.043,2,0.142,-9.68,1,Hotel Ka Kinara Ho,0,1948-12-31,0.198,67.572,0.7509999999999999,1948
0.989,['Mohantara Talpade'],0.609,191169,0.142,0,4JlYwSNXTyCSIdFhw5LwVG,0.00504,6,0.105,-10.441,0,Ek Bhola Shikari Aaya,0,1948-12-31,0.478,174.63,0.733,1948
0.737,['Igor Stravinsky'],0.825,98760,0.237,0,4KEME1HJH6XY18zyluTFno,0.94,2,0.106,-16.93,1,The Soldier's Tale Suite: I. The Soldier's March,0,1948,0.0617,116.036,0.578,1948
0.961,"['Igor Stravinsky', 'Concertgebouworkest', 'Eduard van Beinum']",0.375,66480,0.7959999999999999,0,4KIGFmuWCrbQPrRaVrF3wm,0.843,2,0.0704,-11.158,0,Le Sacre du Printemps / Part 1: L'Adoration de la Terre: 8. Danse de la terre,0,1948-01-01,0.0547,86.59100000000002,0.0375,1948
0.961,"['Giacomo Puccini', 'Giuseppe Antonicelli', 'Metropolitan Opera Orchestra']",0.578,183733,0.247,0,4KRpaZqmT3t4IfKtJvee6M,2.6e-06,0,0.102,-17.017,0,La Bohème: Act II - Oh! Essa! Musetta!,0,1948,0.525,62.64,0.564,1948
0.8290000000000001,['Lucho Oliva'],0.635,176875,0.43,0,4LB8UN65DmHJsfgpIHR5o7,0.00636,3,0.152,-11.039,0,En Vano,3,1948-01-01,0.0401,159.09,0.948,1948
0.995,"['Suraiya', 'G. M. Durrani']",0.523,194188,0.103,0,4LbVfJ8NyKBEPJMpcHa26Y,3.81e-05,5,0.233,-10.456,1,Mere Ansuon Meri Hasrato,0,1948-01-01,0.114,131.19799999999998,0.611,1948
0.995,['Suraiya'],0.501,181840,0.344,0,4Lk5Z0jzCobR6IY9vFhfrq,0.912,7,0.17800000000000002,-9.45,0,Din Pe Din Beet Jaye,0,1948-12-31,0.07400000000000001,73.31,0.598,1948
0.8640000000000001,"['Camille Saint-Saëns', 'Charles Münch', 'New York Philharmonic']",0.229,532947,0.208,0,1fqRUY7Eyj8ff0v7Ssklbw,0.8490000000000001,8,0.102,-17.883,1,"Symphony No. 3 in C Minor, Op. 78 ""Organ"": I. Adagio - Allegro moderato",4,1949,0.0416,132.885,0.158,1949
0.985,"['Salvatore Cardillo', 'Mario Lanza', 'Constantine Callinicos']",0.179,155280,0.374,0,1ftOw055sL5qBIGp1ZuYln,0.000169,3,0.14,-8.546,1,Core 'ngrato,1,1949,0.033,76.223,0.275,1949
0.988,"['André Gide', 'Jean Amrouche']",0.594,724927,0.293,0,1gF2Bk44PqRYOyWP1eHxvx,0.00472,8,0.232,-20.61,1,"""Les Faux-monnayeurs"": Composition...",0,1949,0.875,72.32600000000002,0.626,1949
0.984,"['Pietro Mascagni', 'Richard Tucker']",0.18,211600,0.272,0,1ggMPSZkJ7o0riJMbFvXXr,0.00111,8,0.618,-12.752,0,"Cavalleria Rusticana: ""Mamma, mamma! Quel vino è generoso""",0,1949,0.0541,64.82,0.175,1949
0.8909999999999999,"['Colette', 'André Parinaud', 'Robert Casadessus']",0.664,639960,0.184,0,1gojEzPzwDMhaLoxsOOPqv,0.0,7,0.285,-15.011,1,Dualité de Colette et Claudine,0,1949,0.953,85.639,0.463,1949
0.846,['Shamshad Begum'],0.564,211867,0.29,0,1gvON2x95M5nNuk9aSHcaF,5.37e-05,5,0.358,-10.134,1,Do Char Din Pyar Se,0,1949-12-31,0.47,85.546,0.569,1949
0.992,['Giacomo Rondinella'],0.261,167053,0.276,0,1hB2sfui5H9La7w98ZCxb8,0.00965,7,0.315,-16.570999999999998,1,Sulo,0,1949-01-01,0.0572,80.67699999999998,0.0909,1949
0.981,"['Irving Berlin', 'Johnny V. R. Thompson', 'Allyn McLerie', 'Miss Liberty Ensemble', 'Jay Blackton']",0.243,173093,0.175,0,1hf7hC5MYb86001qzR5rBJ,0.000128,0,0.14,-14.149,1,Miss Liberty: Paris Wakes Up and Smiles,0,1949,0.0409,80.666,0.226,1949
0.787,"['Giuseppe Verdi', 'Arturo Toscanini']",0.411,53013,0.408,0,1hrASLD1BLLXJkDGGgOtTA,0.469,2,0.3,-11.397,0,Aida: Traditor!,0,1949,0.0855,136.957,0.403,1949
0.8270000000000001,['Shanta Kunwar'],0.528,212287,0.471,0,1hu5Dh8Ke8h7ZzCRcqWaFx,0.00355,9,0.391,-9.84,1,Armaan Loot Gaye Hae,0,1949-12-31,0.0424,131.875,0.71,1949
0.802,['Lead Belly'],0.409,193123,0.672,0,1i8C8u3CVtM4NmaPGNXBNk,0.494,9,0.313,-8.601,1,John Henry,0,1949,0.0409,145.218,0.731,1949
0.91,"['Jay Blackton', 'Laurence Guittard', 'Christine Andreas']",0.27,257107,0.16,0,1iYOEFvQbSmRrzIldiIWvP,0.000388,9,0.0963,-17.246,1,"People Will Say We're in Love (From ""Oklahoma!"")",1,1949,0.0342,78.0,0.203,1949
0.965,"['Fromental Halévy', 'Richard Tucker', 'Wilfrid Pelletier']",0.237,259867,0.18,0,1ivbgk5DS1fAppzMVqeVF1,5.1e-06,5,0.0963,-14.207,0,"La Juive: ""Rachel, quand du seigneur""",0,1949,0.0397,92.726,0.149,1949
0.995,['Robin Majumdar'],0.589,183347,0.185,0,1jF9tFdbK6wAxRN4NTYan2,0.93,11,0.106,-17.535,1,Moni Maniker Pasara,0,1949-12-31,0.0753,130.33,0.551,1949
0.993,['Dilip Dholakia'],0.459,194252,0.282,0,1jMQqsOw6QHC4Mq5WXVBSb,0.306,7,0.337,-8.994,1,Bhala Bhalae Bhool Kari,0,1949-03-02,0.14800000000000002,64.84899999999999,0.417,1949
0.778,['Bourvil'],0.637,194533,0.345,0,1jjZsdtrgJDPEDIOfLJtyo,0.0,3,0.0793,-10.125,1,Ma place,1,1949,0.153,80.075,0.648,1949
0.995,['Sulochana Kadam'],0.754,173964,0.35100000000000003,0,1jl449khYMkGlVb3RhPYi0,0.7559999999999999,0,0.126,-9.378,0,Jahan Koi Na Ho Wahan Chalenge Ham,0,1949-12-31,0.111,148.899,0.96,1949
0.993,"['Wolfgang Amadeus Mozart', 'Bruno Walter', 'Columbia Symphony Orchestra']",0.502,147333,0.252,0,1jsOMnrDvxZDHZqvoIu5C9,0.0138,7,0.155,-12.196,1,"Die Entführung aus dem Serail, K. 384, Act II: ""Welche Wonne..""",0,1949,0.114,75.835,0.565,1949
0.858,['Lalita Dewoolkar'],0.513,241653,0.364,0,1juCEmPAkt2OiC8UqB7I0A,0.000199,9,0.155,-11.102,1,Dil Leke Bhaga,0,1949-12-31,0.0924,180.836,0.755,1949
0.974,"['Ernest Bloch', 'Isaac Stern', 'Alexander Zakin']",0.253,379267,0.206,0,1k80cWFHXq0lfIJg9Exj9y,0.7290000000000001,7,0.159,-16.584,0,Baal Shem - Three PIctures of Chassidic Life: II. Nigun,0,1949,0.0421,104.804,0.0924,1949
0.959,['Mitch Miller & The Sing-Along Gang'],0.109,260867,0.273,0,1k8Z5FY3QFBJtm4a63aF5p,0.000466,10,0.124,-14.77,1,"Silent Night, Holy Night",1,1949,0.0356,71.313,0.103,1949
0.991,['Κούλα Νικολαϊδου'],0.41,95935,0.311,0,1kG5glfzBWVa0W3cL2sbGv,4.77e-05,10,0.21600000000000005,-9.951,1,Απόψε πάλι,0,1949-01-01,0.0394,96.012,0.505,1949
0.966,"['Johannes Brahms', 'Wilhelm Furtwängler', 'Wiener Philharmoniker']",0.127,197813,0.218,0,1kqWugFghxSx3rjDtf2XQl,0.921,10,0.335,-15.989,1,"Brahms: Variations on a Theme by Haydn, Op. 56a ""St. Antoni Chorale"": Variation VII. Grazioso",0,1949,0.036000000000000004,147.935,0.116,1949
0.946,"['Nikolai Rimsky-Korsakov', 'Mario Lanza', 'Constantine Callinicos']",0.238,239253,0.301,0,1ktOaQeEQRMv9B5XOoa88t,0.000918,1,0.109,-9.804,1,Sadko: Song of India,1,1949,0.0314,93.734,0.269,1949
0.959,"['Ralph Vaughan Williams', 'Leopold Stokowski', 'New York Philharmonic']",0.113,517733,0.0173,0,1kwpuqFRYEeM01Ccg5P9kb,0.888,0,0.116,-34.677,1,Symphony No. 6 in E Minor: IV. Epilogue,0,1949,0.0444,93.826,0.0346,1949
0.984,"['Aaron Copland', 'Martha Lipton']",0.3720000000000001,136133,0.152,0,1lN3jH5YqsNzHDRqjqKlZD,0.000174,1,0.0982,-13.61,1,Twelve Poems of Emily Dickinson: IX. I felt a funeral in my brain,0,1949,0.063,173.447,0.051,1949
0.669,"['Anton Bruckner', 'Wiener Philharmoniker', 'Hans Knappertsbusch']",0.16699999999999998,1220467,0.123,0,1lSlNDHyjHq67U92wbwczi,0.217,11,0.289,-20.217,1,"Symphony No. 7 in E Major, WAB 107 (Modified 1885 Version, Ed. A. Gutmann): I. Allegro moderato [Live]",0,1949-08-30,0.04,104.871,0.039,1949
0.8759999999999999,"['George Gershwin', 'Mary Martin', 'Girl Crazy Ensemble (1952)', 'Lehman Engel']",0.426,173533,0.302,0,1lT06EeLeQEzOYD9X8tCby,0.0,7,0.522,-11.286,1,Girl Crazy: Boy! What Love Has Done to Me,1,1949,0.0437,85.654,0.408,1949
0.536,['Munawwar Sultana'],0.61,167027,0.455,0,1lTGhbAlGF8wvzUbWmutby,8.53e-05,5,0.419,-9.605,0,Dil ko rahat nahin qarar nahin,0,1949-01-01,0.0701,76.89,0.472,1949
0.838,['Lead Belly'],0.599,65698,0.321,0,1lgnLRxxnFqaXxMlZNyWKj,0.0,2,0.156,-9.407,0,Come And Sit Down Beside Me,0,1949,0.0354,87.006,0.919,1949
0.8490000000000001,['Hariram'],0.618,203314,0.202,0,1ljivYBdnsquYYJMmRXupX,1.05e-06,0,0.413,-18.214,1,Gagar Gai Bharne Sakhi,0,1949-12-31,0.0461,81.032,0.935,1949
0.988,"['Giacomo Puccini', 'Richard Tucker', 'Dorothy Kirsten', 'Fausto Cleva']",0.179,221013,0.212,0,1lkfS36M4GobrT3QVhrA6S,0.0095,4,0.124,-12.348,1,"La bohème, Act I:""O soave fanciulla""",0,1949,0.0402,83.141,0.0507,1949
0.979,['Charles Mingus'],0.248,245133,0.219,0,1lzMkGUlTgyMUbrp1j9A3N,0.905,5,0.123,-13.591,0,Inspiration,3,1949,0.0292,76.779,0.0946,1949
0.948,"['Joaquín Rodrigo', 'Andrés Segovia']",0.479,225019,0.13699999999999998,0,1m02sEzI88HcByzEM8goMH,0.74,4,0.236,-24.695,1,Fandango,0,1949-01-01,0.0383,90.29,0.485,1949
0.937,"['Giuseppe Verdi', 'Arturo Toscanini']",0.274,100573,0.123,0,1m7WbravGKJ9iilTKOywFz,7.06e-05,1,0.246,-19.687,1,Aida: Vedi? Di morte l'angelo,0,1949,0.0456,72.428,0.238,1949
0.978,"['Giuseppe Verdi', 'Arturo Toscanini']",0.15,266787,0.116,0,1m8Hj7ER6ixH30KApRpVZj,0.00372,3,0.108,-19.381,1,"Aida: Nume, custode e vindice",0,1949,0.036000000000000004,60.015,0.16899999999999998,1949
0.987,"['Giacomo Puccini', 'Richard Tucker', 'Fausto Cleva [Conductor]']",0.274,275840,0.251,0,1m8epcwSD06TJu7kYyTv1m,9.48e-06,7,0.246,-12.113,1,"La Bohême, Act I: ""Che gelida manina""",0,1949,0.0401,126.229,0.11,1949
0.941,"['Giuseppe Verdi', 'Arturo Toscanini']",0.203,98507,0.103,0,1m9BazgCOGMJxmyqE30grw,0.0218,2,0.364,-23.632,0,Aida: Qui Radamès verrà!,0,1949,0.0425,81.033,0.103,1949
0.952,['Ezio Pinza'],0.243,180693,0.234,0,1mANcjsYwOOSQJdf8dIL1Y,0.00182,0,0.0964,-13.954,1,"Some Enchanted Evening - from ""South Pacific, 1949""",0,1949,0.0394,90.851,0.222,1949
0.7979999999999999,"['Franz von Suppé', 'London Philharmonic Orchestra', 'Sir Georg Solti']",0.241,494053,0.268,0,1mVlcXbhcRM0Ie9nydrC6d,0.000536,2,0.0708,-11.583,1,Poet and Peasant: Overture,0,1949,0.0512,87.945,0.244,1949
0.996,"['Suraiya', 'Mukesh']",0.362,190880,0.232,0,1mdGSkdBhCvCBTDDcRkCgy,0.883,3,0.129,-14.586,1,Badra Ki Chhaon Tale,0,1949-01-01,0.14,66.59899999999999,0.498,1949
0.953,"['N. S. Krishnan', 'T A Madhuram']",0.602,197240,0.408,0,1nItTy4DPU7LcrbGAfLkcp,0.0208,1,0.124,-8.579,1,Vignanathai,0,1949-12-01,0.48,67.748,0.816,1949
0.994,"['Lalita Phadke', 'Balakram']",0.805,167787,0.269,0,1nMOUk1hLge8FdFEdZ98TB,0.546,8,0.122,-9.15,0,Bachpan Mera Bachpan Tera,0,1949-12-31,0.487,101.197,0.835,1949
0.945,['Lead Belly'],0.7020000000000001,202707,0.32,0,1nPu67v2i3iWqdiZYY48Uf,0.00118,5,0.68,-9.817,1,Whoa Buck,0,1949,0.353,75.967,0.465,1949
0.529,['Frank Wedekind'],0.6629999999999999,140400,0.153,0,1ncMthnYcUTBCSPEoelULc,0.0,5,0.194,-29.06,1,Kapitel 20 - Der Kammersänger,0,1949-03-12,0.925,145.585,0.27,1949
0.73,"['Maurice Ravel', 'Pierre Monteux']",0.295,425453,0.21,0,1nq1Rwjoq6dmKuKay15MUN,0.57,2,0.0995,-16.410999999999998,1,Alborada del gracioso,0,1949,0.0501,127.926,0.122,1949
0.754,"['Cole Porter', 'Lisa Kirk', 'Harold Lang', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",0.29,189293,0.0796,0,1nu2qk8HIHjW5AhHcpD74V,0.0,10,0.115,-18.602,1,"Kiss Me, Kate: Why Can't You Behave?",0,1949,0.0356,88.37200000000001,0.263,1949
0.975,['Carlos Montoya'],0.6890000000000001,153931,0.256,0,1oGQeIUEmE7FQR0mJsSCJ5,0.919,1,0.112,-15.805,1,Folias-Canarias,0,1949-07-09,0.085,113.942,0.7040000000000001,1949
0.995,"['A. R. Oza', 'Geeta Dutt']",0.631,182822,0.135,0,1oJEYsx2uClmUgl3tS01OS,0.625,5,0.154,-11.052,0,Rog Na Parakhan Kar Jo,0,1949-06-03,0.718,175.77599999999995,0.727,1949
0.914,"['Wolfgang Amadeus Mozart', 'London Philharmonic Orchestra', 'Eduard van Beinum']",0.158,293720,0.0339,0,1oTHKhFIbPemIpnww1Ouj5,0.501,7,0.0986,-26.356,1,"Symphony No. 35 in D Major, K.385 ""Haffner"": 2. Andante",0,1949-01-01,0.0438,72.161,0.0846,1949
0.721,"['Edward Elgar', 'Andrew Davis', 'Philharmonia Orchestra']",0.271,396867,0.272,0,1owvNUEsr6G1YEBoMvujBR,0.871,7,0.117,-15.258,1,"Pomp and Circumstance Marches, Op. 39: No. 1: Allegro, con molto fuoco",0,1949,0.0371,116.079,0.191,1949
0.897,"['Benjamin Britten', 'André Previn', 'St. Louis Symphony']",0.147,465200,0.121,0,1p3EvlmDB9SoLat1FSUpUo,0.94,2,0.555,-19.228,1,"Sinfonia Da Requiem, Op. 20: I. Lacrymosa",0,1949,0.039,138.526,0.0357,1949
0.8190000000000001,['Lead Belly'],0.619,93440,0.361,0,1p5pItOY6VtXp43IJVVpl1,3.25e-06,10,0.198,-11.428,0,Skip To My Lou,0,1949,0.0406,111.662,0.8740000000000001,1949
0.992,['Robin Majumdar'],0.491,165600,0.165,0,1pKDw7wSJHX3SZ4xTnDmTC,0.0323,6,0.115,-18.182,1,Bhalobasi Bole Sarati Jiba,0,1949-12-01,0.045,75.256,0.29600000000000004,1949
0.941,"['Ernesto DeCurtis', 'Mario Lanza', 'Constantine Callinicos']",0.197,171587,0.451,0,1pdSPzglYqEXlpTLRiBftL,0.00143,9,0.219,-8.465,1,Non ti scordar di me,0,1949,0.0358,85.785,0.438,1949
0.977,"['Giuseppe Verdi', 'Richard Tucker', 'Max Rudolf']",0.231,509733,0.218,0,1phIhvTLojBZon57wwSFrF,0.00477,1,0.0754,-14.890999999999998,1,Otello: Già nella notte,0,1949,0.0411,94.561,0.0394,1949
0.972,"['Sergei Prokofiev', 'Isaac Stern']",0.466,110840,0.0111,0,1qBI0F4qSYG31GdVw5vIu4,0.7170000000000001,4,0.105,-31.184,0,"Romeo and Juliet, Op. 75: 9. Dance of the Girls With Lilies",0,1949,0.0506,116.155,0.196,1949
0.949,"['Giuseppe Verdi', 'Vienna State Opera Orchestra', 'Nello Santi']",0.294,320960,0.175,0,1qEE2eILcsy31ezz2g0O9n,2.59e-05,0,0.106,-16.809,1,"I due Foscari: Notte! Perpetua notte che qui regni! - Non maledirmi, o prode",0,1949,0.0557,78.98899999999998,0.13,1949
0.98,['Amirbai Karnataki'],0.5379999999999999,202800,0.332,0,1qZgH85dRFRaOWqKYfpTYA,0.7170000000000001,5,0.203,-13.388,0,O Mere Chhail Chhabile,0,1949-01-01,0.109,124.818,0.7929999999999999,1949
0.994,['Geeta Dutt'],0.6679999999999999,189386,0.14,0,1qlImhV3rr67CoCVmOL0x5,0.0177,0,0.297,-8.661,0,Pake Nazron Ka Ishara,0,1949-12-31,0.062,108.328,0.637,1949
0.989,['Purshottam'],0.3670000000000001,193486,0.262,0,1rDUEtqLCImA7YxrOErD17,1.21e-05,7,0.452,-10.532,0,Dil Gawa Baithe Dil Lagane Se,0,1949-12-31,0.0818,176.206,0.42,1949
0.958,['Bourvil'],0.68,189587,0.393,0,1rF8QRM1JvyTicMG69Klqp,0.0,2,0.119,-9.21,1,Adèle,14,1949,0.039,83.77,0.76,1949
